,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
2825,SAMANVI CITICONNECT,A/C Sleeper (2+1),20:10,00:30,04h 20m,INR 1009,26 Seats available,"4.0
11",https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
2826,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),18:20,23:55,05h 35m,INR 1200,29 Seats available,2.1,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
2827,Morning Star Travels,A/C Sleeper (2+1),20:40,01:45,05h 05m,INR 1190,32 Seats available,2.7,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
2828,APSRTC - 6523,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:45,11:00,03h 15m,INR 178,35 Seats available,"3.6
162",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2829,APSRTC - 6019,Super Luxury (Non AC Seater 2+2 Push Back),08:15,12:15,04h 00m,INR 184,33 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2830,APSRTC - 5678,Express(Non AC Seater),08:30,11:30,03h 00m,INR 143,15 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2831,APSRTC - 5724,Express(Non AC Seater),09:30,13:00,03h 30m,INR 157,44 Seats available,"3.7
80",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2832,APSRTC - 47136,Express(Non AC Seater),10:30,14:00,03h 30m,INR 125,38 Seats available,"3.4
93",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2833,APSRTC - 9267,INDRA(A.C. Seater),10:30,14:15,03h 45m,INR 220,34 Seats available,"3.6
85",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2834,APSRTC - 9126,Express(Non AC Seater),11:15,14:30,03h 15m,INR 157,45 Seats available,"3.4
50",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2835,APSRTC - 6225,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:00,18:45,03h 45m,INR 178,35 Seats available,"3.5
125",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2836,APSRTC - 5769,Express(Non AC Seater),17:30,20:45,03h 15m,INR 143,1 Seat available,"3.8
8",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2837,APSRTC - 94061,Express(Non AC Seater),18:30,21:45,03h 15m,INR 157,1 Seat available,"3.3
17",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2838,APSRTC - 47135,Express(Non AC Seater),20:15,23:15,03h 00m,INR 125,21 Seats available,"3.1
153",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2839,APSRTC - 93107,Express(Non AC Seater),20:55,23:20,02h 25m,INR 157,23 Seats available,"3.2
10",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2840,Sri Vinayaka Travels,NON A/C Seater (2+3),21:30,01:30,04h 00m,INR 350,49 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2841,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,23:59,04h 44m,INR 599,34 Seats available,"4.9
11",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2842,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:30,00:30,05h 00m,INR 600,31 Seats available,"3.6
15",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2843,Royal Voyage Travels,Non A/C Seater / Sleeper (2+1),19:30,00:30,05h 00m,INR 600,31 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2844,Sri Vinayaka Travels,NON A/C Sleeper (2+1),19:45,02:00,06h 15m,INR 799,21 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2845,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),20:40,03:00,06h 20m,INR 650,31 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2846,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:15,02:00,04h 45m,INR 550,44 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2847,Harikrishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:20,00:30,03h 10m,4749,28 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2848,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),21:30,00:35,03h 05m,4749,32 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2849,Maheswari Travels,NON A/C Sleeper (2+1),20:00,02:05,06h 05m,INR 1299,30 Seats available,2.1,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2850,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05,02:00,05h 55m,INR 550,33 Seats available,2.1,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2851,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,02:00,05h 45m,INR 550,33 Seats available,"2.1
4",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
2852,APSRTC - 4019,Super Luxury (Non AC Seater 2+2 Push Back),00:20,08:35,08h 15m,INR 617,33 Seats available,"3.5
4",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2853,APSRTC - 5073,INDRA(A.C. Seater),08:30,16:15,07h 45m,INR 765,37 Seats available,"3.2
62",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2854,APSRTC - 9774,Super Luxury (Non AC Seater 2+2 Push Back),11:15,19:45,08h 30m,INR 617,28 Seats available,"2.2
20",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2855,APSRTC - 5075,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:00,19:00,07h 00m,INR 961,44 Seats available,"3.7
81",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2856,APSRTC - 3758,Super Luxury (Non AC Seater 2+2 Push Back),13:00,21:15,08h 15m,INR 617,30 Seats available,"2.4
13",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2857,APSRTC - 3764,Super Luxury (Non AC Seater 2+2 Push Back),18:00,02:15,08h 15m,INR 617,26 Seats available,"2.7
17",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2858,APSRTC - 3878,Super Luxury (Non AC Seater 2+2 Push Back),19:05,03:15,08h 10m,INR 617,31 Seats available,"1.6
11",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2859,APSRTC - 5087,Super Luxury (Non AC Seater 2+2 Push Back),20:00,03:15,07h 15m,INR 613,33 Seats available,"2.8
29",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2860,APSRTC - 5089,Super Luxury (Non AC Seater 2+2 Push Back),20:30,03:15,06h 45m,INR 613,33 Seats available,"3.7
28",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2861,APSRTC - 5095,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:15,06h 45m,INR 613,32 Seats available,"3.9
61",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2862,APSRTC - 4156,Super Luxury (Non AC Seater 2+2 Push Back),21:30,05:00,07h 30m,INR 617,33 Seats available,"2.8
24",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2863,APSRTC - 5051,VENNELA (A.C. SLEEPER),21:30,04:20,06h 50m,INR 1131,27 Seats available,"3.6
85",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2864,APSRTC - 4609,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05:15,07h 30m,INR 613,33 Seats available,"4.0
18",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2865,APSRTC - 35291,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05:26,07h 41m,INR 617,33 Seats available,"3.0
39",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2866,APSRTC - 4118,INDRA(A.C. Seater),22:00,04:45,06h 45m,INR 771,38 Seats available,"3.0
53",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2867,APSRTC - 5091,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:45,06h 45m,INR 613,33 Seats available,"3.7
63",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
2868,APSRTC - 5027,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:15,06h 45m,INR 613,33 Seats available,"3.6
87",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
